date,state,city_or_county,address,n_killed,n_injured,incident_url,source_url
"September 11, 2018",Massachusetts,Bernardston,I-91,0,0,http://www.gunviolencearchive.org/incident/1209763,https://whdh.com/news/police-3-arrested-on-drug-charges-after-gun-heroin-found-during-bernardston-traffic-stop/
"September 11, 2018",Colorado,Las Animas,6th St,0,1,http://www.gunviolencearchive.org/incident/1208257,https://koaa.com/news/covering-colorado/2018/09/11/deputies-investigating-shooting-in-las-animas/
"September 11, 2018",Florida,Fleming Island,County Road 220,0,0,http://www.gunviolencearchive.org/incident/1348397,https://www.news4jax.com/news/florida/clay-county/walmart-shopper-threatened-with-knife-clay-county-deputies-say
"September 11, 2018",Oklahoma,Tulsa,8314 E 71st St,0,2,http://www.gunviolencearchive.org/incident/1208120,http://www.newson6.com/story/39073779/tulsa-police-identify-victims-suspect-in-double-shooting
"September 11, 2018",Oklahoma,Oklahoma City (Moore),N/A,0,0,http://www.gunviolencearchive.org/incident/1209004,https://www.koco.com/article/armed-man-arrested-after-barricading-himself-inside-girlfriend-s-moore-apartment/23092097
"September 11, 2018",Massachusetts,Brockton,243 Ames St,0,0,http://www.gunviolencearchive.org/incident/1209779,http://www.enterprisenews.com/news/20180912/2-weeks-after-stabbing-shots-fired-outside-brockton-home
"September 11, 2018",Arkansas,Hot Springs National Park (Hot Springs),Lakepark Dr and Carpenter Dam Rd,0,1,http://www.gunviolencearchive.org/incident/1208355,http://www.nwaonline.com/news/2018/sep/20/arkansas-woman-says-husband-crawled-out-cars-trunk/
"September 11, 2018",Texas,Austin,1500 E Parmer Ln,1,0,http://www.gunviolencearchive.org/incident/1208240,https://www.kvue.com/article/news/crime/police-identify-suspect-in-ne-austin-fatal-shooting-from-september/269-593085439
"September 11, 2018",Oklahoma,Wynnewood,Chickasaw St and Robberson Ave,0,0,http://www.gunviolencearchive.org/incident/1213810,http://www.kxii.com/content/news/Wynnewood-officer-nearly-shot-by-suicidal-man-493669081.html
"September 11, 2018",Connecticut,West Haven,750 1st Ave,0,0,http://www.gunviolencearchive.org/incident/1209087,https://www.nbcconnecticut.com/news/local/Convicted-Felons-Found-With-Gun-Drugs-in-Car-in-West-Haven-PD-493056521.html
"September 11, 2018",Massachusetts,Boston,500 block of Washington St,0,0,http://www.gunviolencearchive.org/incident/1208346,https://twitter.com/stacos/status/1039710740687609857
