date,state,city_or_county,address,n_killed,n_injured,incident_url,source_url
"August 14, 2013",Oklahoma,Oklahoma City,4601 SE 79,4,0,http://www.gunviolencearchive.org/incident/492001,http://www.koco.com/news/oklahomanews/okc/father-daniel-green-capable-of-killing-his-family/21560934
"August 4, 2013",California,Salinas,624 Williams Road,3,4,http://www.gunviolencearchive.org/incident/491473,http://www.montereyherald.com/article/ZZ/20140530/NEWS/140539692
"August 4, 2013",Missouri,Kansas City,2400 block of Park Avenue,1,3,http://www.gunviolencearchive.org/incident/491546,http://www.kctv5.com/story/23040380/teen-killed-in-quadruple-shooting-in-east-kc
"August 3, 2013",Michigan,Detroit,Murray Hill St,0,5,http://www.gunviolencearchive.org/incident/491461,http://www.clickondetroit.com/news/local/detroit/5-shot-including-2-children-outside-detroit-home
"August 3, 2013",Pennsylvania,Bethlehem,600 block of Ontario St,0,2,http://www.gunviolencearchive.org/incident/1422311,https://www.wfmz.com/news/lehigh-valley/wilson-man-charged-with-attempted-homicide-in-2013-shooting/1086360597
"August 6, 2013",Pennsylvania,Saylorsburg,1000 Ross Municipal Dr,3,4,http://www.gunviolencearchive.org/incident/491609,http://www.mcall.com/news/breaking/mc-pa-rockne-newell-ross-township-shooting-guilty-20150529-story.html
"August 6, 2013",New Jersey,Montclair,Mission Street,0,4,http://www.gunviolencearchive.org/incident/491630,http://www.northjersey.com/news/mayhem-on-montclair-s-mission-street-1.617723?page=allu
"August 10, 2013",Delaware,Wilmington,1200 block of Second Street,0,4,http://www.gunviolencearchive.org/incident/491729,http://6abc.com/archive/9202915/
"August 7, 2013",Texas,Dallas,7100 block of Long Canyon Trail,4,4,http://www.gunviolencearchive.org/incident/491698,http://crimeblog.dallasnews.com/2013/08/desoto-police-10-year-old-son-of-slain-shooting-victim-identified-erbie-lee-bowser-as-gunman.html/
"August 2, 2013",New Jersey,Newark,Livingston St. and 18th Avenue,2,3,http://www.gunviolencearchive.org/incident/491416,http://abc7ny.com/archive/9194102/
"August 2, 2013",Indiana,Indianapolis,62nd and College Ave,0,4,http://www.gunviolencearchive.org/incident/491438,http://www.wthr.com/story/23025888/2013/08/02/multiple-people-shot-in-broad-ripple
"August 23, 2013",New Jersey,Trenton,Middle Rose St and Brunswick Ave,1,0,http://www.gunviolencearchive.org/incident/958032,http://trenton.homicidewatch.org/2017/10/12/gunman-who-killed-trenton-rapper-young-farr-pleads-guilty/
"August 9, 2013",Missouri,Saint Louis,4200 block of Kossuth Ave,2,2,http://www.gunviolencearchive.org/incident/491734,http://stlouis.cbslocal.com/2013/08/10/north-st-louis-shooting-leaves-two-dead-two-wounded/
"August 19, 2013",Illinois,Chicago,1011 W. Wilson,1,4,http://www.gunviolencearchive.org/incident/491965,http://articles.chicagotribune.com/2013-08-20/news/chi-cops-5-shot-in-uptown-20130819_1_bang-shooting-uptown-baptist-church
