date,state,city_or_county,address,n_killed,n_injured,incident_url,source_url
"July 11, 2018",Illinois,Chicago,4800 block of W Hubbard St,0,1,http://www.gunviolencearchive.org/incident/1161299,https://chicago.suntimes.com/news/man-shot-in-mouth-in-austin/
"July 11, 2018",Missouri,Saint Louis,4400 block of Louisiana Ave,0,1,http://www.gunviolencearchive.org/incident/1162003,https://www.stltoday.com/news/local/crime-and-courts/six-people-injured-in-separate-shootings-in--hour-span/article_499d13ee-7b97-50d9-9cb5-948f0ed7ac7f.html
"July 11, 2018",Missouri,Saint Louis,1620 N Union Blvd,0,2,http://www.gunviolencearchive.org/incident/1162005,https://www.stltoday.com/news/local/crime-and-courts/six-people-injured-in-separate-shootings-in--hour-span/article_499d13ee-7b97-50d9-9cb5-948f0ed7ac7f.html
"July 11, 2018",Illinois,Chicago,2400 block of W Jarvis Ave,1,0,http://www.gunviolencearchive.org/incident/1162008,https://chicago.suntimes.com/news/man-shot-in-the-face-killed-in-west-rogers-park/
"July 11, 2018",Illinois,Chicago,7000 block of S Chappel Ave,0,1,http://www.gunviolencearchive.org/incident/1161307,https://chicago.suntimes.com/news/man-shot-in-south-shore-33/
"July 11, 2018",Illinois,Chicago,5700 block of South Paulina St,1,0,http://www.gunviolencearchive.org/incident/1161323,https://chicago.suntimes.com/news/man-shot-killed-in-west-englewood/
"July 11, 2018",Oklahoma,Nowata (county),US-60,0,0,http://www.gunviolencearchive.org/incident/1162391,http://www.examiner-enterprise.com/news/20180712/one-arrested-for-discharging-firearm
"July 11, 2018",California,Fresno (county),N/A,0,0,http://www.gunviolencearchive.org/incident/1164050,https://www.modbee.com/news/local/crime/article214831505.html
"July 11, 2018",Illinois,Chicago,7200 block of S Green St,0,3,http://www.gunviolencearchive.org/incident/1162022,https://chicago.suntimes.com/?post_type=cst_article&p=1224497
"July 11, 2018",Illinois,Chicago,5800 block of S Winchester Ave,1,0,http://www.gunviolencearchive.org/incident/1161326,https://chicago.suntimes.com/news/4-killed-9-wounded-in-shootings-wednesday/
"July 11, 2018",Oklahoma,Tulsa,N Mingo Rd and E 36th St N,0,0,http://www.gunviolencearchive.org/incident/1162047,http://www.newson6.com/story/38617634/pair-tosses-multiple-handguns-out-of-speeding-car-during-tulsa-police-chase
"July 11, 2018",California,Oxnard,1300 block of Edgewood Way,1,0,http://www.gunviolencearchive.org/incident/1162069,https://www.keyt.com/news/crime/oxnard-man-dies-from-injuries-following-july-shooting-where-7-year-old-girl-was-injured/767088581
"July 11, 2018",South Carolina,Hilton Head Island,Shamrock Cir,0,0,http://www.gunviolencearchive.org/incident/1162715,https://www.islandpacket.com/news/local/crime/article214764185.html
"July 11, 2018",Illinois,Chicago,3900 block of W Diversey Ave,0,1,http://www.gunviolencearchive.org/incident/1162061,https://chicago.suntimes.com/news/man-wounded-in-logan-square-shooting-4/
"July 11, 2018",California,Oakland,81st Ave and Holly St,0,1,http://www.gunviolencearchive.org/incident/1162071,https://www.kron4.com/news/bay-area/shooting-involving-child-on-81st-and-olive-in-oakland/1297494400
